Factor,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16
Weight,0.05,0.1,0.02,0.03,0.02,0.04,0.04,0.01,0.21,0.06,0.08,0.03,0.08,0.01,0.07,0.15
